3.0357,6.7322,0
-3.8274,2.5086,0
2.3357,5.8039,0
-2.7533,2.7562,0
0.5116,1.9709,0
-1.9364,2.9099,0
1.5089,4.0361,0
-0.50419,6.361,0
0.0054672,2.4545,0
4.8621,7.145,0
-1.2607,2.5361,0
2.8983,7.6943,0
-0.71449,4.8463,0
0.10428,4.5041,0
3.8399,2.9323,0
2.0693,2.712,0
1.9901,4.7141,0
3.5809,8.3005,0
-0.31505,4.8648,0
0.62741,2.7093,0
1.8862,7.1289,0
1.5043,4.8719,0
3.0505,7.3138,0
-2.9347,2.9966,0
-1.0294,5.0093,0
-1.8203,1.3553,0
-2.4586,2.4961,0
2.3149,6.7892,0
0.010117,5.9699,0
-1.362,7.1513,0
0.55307,6.0195,0
-2.8876,4.6162,0
-1.7354,6.0514,0
1.6985,6.8891,0
-2.8687,6.7014,0
4.3626,9.1392,0
-1.9401,6.069,0
0.87683,4.6375,0
-0.62083,1.7675,0
0.62005,3.4726,0
1.9212,3.3858,0
3.7355,4.313,0
3.7174,8.7533,0
0.046882,2.7973,0
0.59855,6.3844,0
1.5464,1.8573,0
4.7107,5.0813,0
3.0113,5.2198,0
-2.6647,3.0346,0
-0.64019,6.8922,0
-1.5163,3.7672,0
-1.1027,7.293,0
2.6019,3.8605,0
-0.049747,2.1883,0
4.5777,7.0455,0
2.1758,9.3856,0
1.7182,8.0758,0
5.6852,8.293,0
0.12765,6.2472,0
1.8247,8.8541,0
2.369,8.2829,0
-0.43821,4.0219,0
1.4176,5.3979,0
-2.1704,2.4311,0
3.3111,5.1271,0
5.2446,7.585,0
1.6887,6.0315,0
-3.8933,1.7956,0
5.2072,8.5855,0
-1.8623,6.629,0
-1.8384,7.0074,0
-0.92639,5.3083,0
0.39838,7.0081,0
-2.1048,5.5029,0
7.8177,7.5704,0
-1.0837,4.446,0
2.9779,4.588,0
2.5311,2.3146,0
-0.89305,4.3532,0
-1.0574,3.1682,0
4.7609,4.1523,0
2.6211,4.5374,0
-1.4624,5.4143,0
0.37387,1.8724,0
0.7477,5.3467,0
2.426,4.583,0
3.1846,1.6456,0
3.2426,0.091372,0
3.1804,7.3952,0
1.6658,4.1712,0
4.7623,7.2033,0
-0.88128,5.2281,0
5.6551,4.723,0
2.5186,7.1014,0
4.2616,7.4459,0
0.50522,5.2511,0
-0.73023,6.8309,0
2.2043,6.0741,0
2.0657,6.8341,0
2.0958,2.6852,0
1.4603,7.4469,0
2.521,1.4871,0
2.118,4.1527,0
-0.72096,5.9956,0
-2.0564,3.381,0
2.0253,6.2258,0
1.3854,6.3186,0
2.108,3.8337,0
-2.318,6.0503,0
-0.44602,5.2946,0
1.4469,5.1841,0
4.0072,7.6369,0
-1.6783,4.0686,0
1.2931,2.8354,0
1.4905,6.4306,0
1.6387,6.7434,0
-0.81259,2.9046,0
-0.82628,7.8235,0
-0.22643,2.3023,0
1.1536,3.1406,0
2.0881,6.3927,0
5.6247,1.1776,0
-2.5742,1.3753,0
3.2163,4.5991,0
3.3328,8.0468,0
0.77462,7.9951,0
-1.1192,2.7542,0
0.22495,3.3687,0
0.24809,5.6823,0
2.2928,7.3713,0
1.5459,10.739,0
2.6017,6.0591,0
0.82117,6.7341,0
2.3099,4.3281,0
0.78186,2.7901,0
5.0082,6.0916,0
-0.57613,5.264,0
2.6389,3.5647,0
6.0435,8.5794,0
-0.29981,7.851,0
1.1579,5.914,0
2.72,8.3661,0
1.2021,3.8751,0
3.1332,2.4842,0
1.6622,2.3082,0
4.0568,6.5024,0
0.51645,4.1453,0
-2.8645,5.2041,0
2.765,7.7206,0
0.19458,6.0247,0
5.1054,1.3463,1
6.4113,-3.4358,1
0.66278,-2.0181,1
4.1966,-0.65126,1
6.3137,3.6481,1
-0.099662,-0.60616,1
2.5026,-3.9468,1
3.1743,3.2363,1
3.9148,0.86803,1
6.487,0.33193,1
2.0298,-1.6526,1
4.7179,2.5965,1
6.4152,-1.5668,1
6.0509,5.0119,1
5.142,-0.36998,1
6.2438,-1.8795,1
8.5231,-2.2599,1
5.2809,-0.62958,1
8.6349,0.83321,1
9.0244,-0.030646,1
3.9236,-1.7751,1
4.1223,1.068,1
6.3582,-1.4219,1
3.3194,0.26915,1
1.2985,-1.3222,1
5.6076,1.5117,1
5.9737,-3.2205,1
5.441,2.1915,1
2.8489,-2.6878,1
4.123,-2.0403,1
7.3039,2.6792,1
5.4025,3.8602,1
4.5678,-1.009,1
3.7164,0.20709,1
4.1879,-2.7865,1
5.0665,-3.5151,1
5.68,2.7089,1
3.4301,1.3273,1
2.7734,-0.52109,1
5.098,-1.1144,1
5.3646,-2.6487,1
5.0764,-1.2052,1
3.6231,2.9998,1
1.2882,-1.2678,1
4.616,1.1711,1
6.9359,0.59405,1
9.0489,-2.1165,1
6.1554,-3.518,1
5.7515,2.4525,1
6.0349,0.69486,1
5.2416,6.2863,1
3.1833,-0.69146,1
3.637,1.1539,1
2.4333,-0.19148,1
4.6741,-1.4848,1
5.4115,-1.7065,1
6.8795,-1.8283,1
4.0863,2.0355,1
2.8564,-1.6517,1
5.7308,-1.9772,1
1.7882,-1.0254,1
2.6678,-1.9495,1
1.4106,-0.96649,1
5.132,-4.0659,1
5.7314,-2.474,1
2.7447,-0.3177,1
4.4777,-1.7979,1
6.4488,-1.1228,1
5.5202,4.1538,1
4.3782,2.6849,1
5.1412,-0.46115,1
4.6185,-2.7143,1
2.1315,-2.638,1
6.1335,5.0776,1
6.7352,0.060252,1
5.5658,0.70059,1
5.7859,0.2209,1
5.8837,2.6532,1
5.7657,-1.5333,1
3.9837,-1.8241,1
5.8953,-3.739,1
6.1074,-3.1249,1
8.0788,1.2061,1
1.2194,-0.94843,1
1.5745,1.0007,1
6.466,-0.83084,1
7.533,1.5068,1
5.707,1.783,1
2.3224,3.6857,1
3.7202,-0.44517,1
7.2667,0.049979,1
7.7553,0.74437,1
6.5825,0.47907,1
1.7086,-1.0327,1
6.012,4.3104,1
0.65501,1.8447,1
5.5058,-1.0356,1
4.7311,1.7594,1
6.6962,3.0647,1
4.7141,-2.102,1
2.6839,-2.813,1
4.3275,-0.89125,1
4.7258,0.44916,1
1.653,-0.40757,1
5.6885,-0.089584,1
3.0275,0.035699,1
7.4924,-1.5907,1
6.0874,-1.7089,1
3.883,0.53656,1
2.5071,-0.93337,1
1.2388,-1.663,1
6.9999,-3.3531,1
7.9446,1.0489,1
5.5965,0.95274,1
3.681,-3.315,1
6.065,-0.22745,1
5.1203,-0.032971,1
5.6113,1.8987,1
8.859,-0.85054,1
4.5457,-1.4942,1
5.2623,-1.7336,1
2.3738,-4.4262,1
3.3852,-0.18144,1
7.298,1.1442,1
3.7714,-2.0065,1
0.87417,-2.9158,1
6.2582,-2.3335,1
6.2889,-0.17558,1
6.1586,2.5664,1
6.8498,-5.8261,1
3.505,-5.2658,1
5.8002,2.4357,1
4.4353,-1.687,1
5.979,0.055377,1
3.0424,2.1899,1
5.5968,3.4567,1
4.5368,-0.026347,1
9.3427,2.3089,1
4.7364,0.36066,1
5.9419,1.2253,1
6.0282,-0.60429,1
3.8781,-3.525,1
7.6478,1.7755,1
5.9118,1.5527,1
7.2986,-0.42266,1
3.4852,-1.5493,1
3.1913,-3.5478,1
6.213,-0.93356,1
6.5313,-1.0049,1
6.3789,-0.55008,1
0.19369,2.0505,2
-1.8371,-1.193,2
-2.2422,-2.9314,2
-4.3447,-1.8165,2
-1.7933,-1.3176,2
-0.73734,0.8026,2
0.80391,0.45868,2
-3.6271,-0.14608,2
-0.92193,-1.4254,2
-0.33771,-0.86848,2
0.45278,0.81661,2
-2.2961,-1.8646,2
-4.4167,-5.9017,2
-2.9359,-1.8128,2
-3.7683,-4.4167,2
-2.0393,-2.1724,2
-5.6686,-3.7902,2
-3.4749,-3.8108,2
-3.322,0.21794,2
-0.281,-2.4968,2
0.18944,-1.5626,2
-0.82802,-1.6068,2
-3.4699,-5.4264,2
-3.3025,0.29831,2
-5.8309,-3.0889,2
0.95926,0.34691,2
-6.1239,-2.23,2
-0.14566,0.84466,2
-4.5571,-4.1361,2
-1.8815,-5.7424,2
-2.5177,-3.2299,2
-0.23889,-3.048,2
1.1264,-4.0358,2
-2.5707,0.38514,2
0.97365,0.65021,2
-5.1992,-0.83527,2
-5.0121,-6.5827,2
-0.54568,-5.5094,2
-0.78242,1.6559,2
-1.6601,-1.7542,2
-5.6777,-1.5884,2
-0.27163,-2.4054,2
0.73,-5.2107,2
-1.6585,-2.0543,2
-2.3819,-2.659,2
-4.3285,3.4099,2
-2.4753,-4.6249,2
0.31775,-2.3763,2
-1.8049,-4.0784,2
-2.0234,2.3407,2
-0.73862,-0.19915,2
-3.7145,-5.01,2
-2.87,-1.4694,2
-4.7852,-5.3805,2
-5.5562,-3.4106,2
-2.7957,4.4967,2
-0.043168,-0.86765,2
-2.9294,-4.5454,2
-0.010057,-1.0855,2
-3.88,-3.8505,2
-2.2417,-4.2874,2
-3.659,-4.3683,2
-0.98919,-1.543,2
-0.72953,-0.048088,2
-3.2115,-2.4009,2
-3.9164,-5.2161,2
-8.465,-4.9611,2
-5.2991,1.2239,2
-0.061814,-3.0494,2
2.5048,-2.0956,2
-1.0808,0.93508,2
-1.9156,-4.8933,2
-0.8033,-0.21558,2
-5.7078,-3.6989,2
0.36351,-3.1149,2
-1.5909,0.19461,2
-3.8774,-2.0672,2
-1.9913,-1.275,2
-1.855,-1.2338,2
-1.7735,-1.4801,2
0.13409,-3.4469,2
-1.7213,-4.4825,2
-1.7358,-0.79977,2
1.2335,-2.5445,2
-7.0775,0.65566,2
-1.1191,-2.473,2
-5.2098,-1.8073,2
-1.497,2.214,2
1.4967,-1.4022,2
-5.7955,-1.9782,2
-1.7518,-2.3714,2
-3.7295,1.0087,2
-0.13954,-1.0677,2
-1.2931,0.69244,2
-4.6948,-3.3246,2
-0.63094,-5.2594,2
-0.2106,-1.7088,2
-4.1238,0.21005,2
-3.3117,-0.60768,2
1.1309,-1.8651,2
-2.7824,-2.163,2
-0.0027209,-3.6411,2
1.3476,0.20973,2
0.096028,-3.3592,2
1.1395,-0.64429,2
-3.003,-4.6822,2
-0.004859,-1.407,2
1.3984,2.1407,2
0.59209,-1.2164,2
2.0573,-0.29316,2
-5.8045,-3.3566,2
-0.20733,-4.4022,2
-1.5781,0.90702,2
-1.4634,1.3745,2
0.602,-0.71967,2
-1.9747,-1.1536,2
-0.60634,-1.0063,2
-3.971,-5.4449,2
-1.6013,-1.6292,2
-0.71762,-0.14917,2
-1.9082,-4.6808,2
-3.008,0.2052,2
0.22472,-3.4608,2
1.5419,-1.5153,2
-0.95626,-3.6907,2
-4.6508,-3.2491,2
-1.9399,0.12277,2
-2.2251,-4.0258,2
-7.6668,-2.1977,2
-2.6397,-2.564,2
-0.58726,-1.2476,2
-0.42063,-2.6021,2
-6.5144,-0.23757,2
-2.6097,1.2144,2
-0.16801,-1.4973,2
-3.4155,-6.5119,2
-0.47004,-1.5575,2
-4.3169,0.54916,2
0.12078,-1.2302,2
1.1509,-2.1654,2
-0.18058,-1.8576,2
-2.3985,-8.6536,2
-2.1011,-2.503,2
-3.4302,-3.304,2
-2.9801,-3.0502,2
-0.6067,-1.8597,2
-1.8161,-4.9989,2
-1.6631,-5.4063,2
-0.063205,-0.31405,2
-0.69865,-3.2599,2
-1.4863,-2.965,2
0.20531,-0.006542,2
-1.8524,-2.669,2
-4.8828,-1.0413,2
-2.2049,-1.5249,2
2.1924,-1.8335,2
-2.5128,-2.3535,2
-4.6311,-4.6941,2
-1.5687,-0.55483,2
-2.9982,0.027264,2
-0.11363,-0.099715,2
0.68946,-0.64311,2
-2.1967,-3.5734,2
0.21238,-5.1833,2
-2.7538,-3.2738,2
-3.1313,0.49803,2
-5.2351,-1.2901,2
-3.0174,-3.1519,2
1.161,-3.4914,2
-1.3738,-4.1723,2
-3.4596,-4.2733,2
-3.3543,-2.8277,2
-3.0636,-3.0675,2
-0.051376,-3.3867,2
-1.9702,-4.414,2
-1.5803,-2.0682,2
-1.6297,-1.4616,2
-2.2501,-2.4424,2
-5.672,-6.7746,2
1.0516,-4.9982,2
-5.5457,-1.8062,2
-7.8819,-3.9775,2
-3.0007,-4.6557,2
-0.37954,3.5785,2
-2.0709,0.39054,2
-2.5888,-0.74205,2
-2.346,-2.1058,2
-1.1289,-2.1378,2
-1.1122,2.7759,2
-0.25194,-3.6846,2
-3.6918,-0.51324,2
-4.1171,-1.2744,2
-0.15446,-0.29698,2
-2.6976,-2.3298,2
-3.5681,1.6374,2
-4.5707,-0.11964,2
-4.3177,-5.807,2
-2.8498,-1.4763,2
-0.72895,-0.47353,2
-4.4531,-2.8716,2
1.4097,-0.90459,2
1.3299,1.5234,2
0.78584,-0.9516,2
-1.7662,1.7717,2
-2.9525,-4.1729,2
0.34996,-2.5396,2
-1.9509,-2.5678,2
-1.3693,-0.83774,2
0.38398,-0.61855,2
-5.9719,-0.73782,2
0.59098,-0.15968,2
-3.1418,-1.5202,2
-5.8476,-1.2363,2
-2.602,0.81644,2
-4.0605,-0.63177,2
-3.9566,-5.9687,2
-4.1435,-4.3495,2
-0.62369,-5.9478,2
-3.6661,1.7977,2
-3.279,-2.9932,2
-1.6769,-2.1186,2
-5.067,-6.5034,2
-0.013741,-3.297,2
-7.9167,-1.1079,2
-2.869,-4.5332,2
-3.3462,1.5622,2
-0.41119,-4.9383,2
-1.0902,-4.5358,2
-0.6695,-0.79196,2
-3.1284,-5.5594,2
2.1489,-6.5859,2
-3.0621,-1.1178,2
-1.9923,-4.6258,2
-3.554,-3.4155,2
0.85144,-2.4935,2
-4.1359,0.2871,2
-5.1996,-2.3046,2
-2.6981,-2.0157,2
2.6001,-0.67911,2
-2.5971,-6.6174,2
-3.6808,-3.6787,2
-1.976,-1.853,2
-1.4956,-2.7279,2
-2.6565,-3.6698,2
-0.9209,-1.5329,2
-5.4471,-8.2228,2
-5.2036,-7.2368,2
-9.951,-4.1008,2
-1.8193,-5.857,2
1.2265,-2.7047,2
-1.4676,-2.9908,2
-1.7256,-2.6985,2
-0.10978,-1.0083,2
-2.7636,-1.9976,2
-3.3587,-0.51278,2
-1.3949,-2.2315,2
-0.37723,0.70511,2
0.37066,0.26624,2
-4.4913,-2.0241,2
-2.536,2.1382,2
-6.2078,-3.058,2
-2.4324,-1.0041,2
-3.7038,-2.0878,2
-1.0445,1.079,2
-0.98779,-4.6416,2
0.17992,-3.5343,2
0.98948,-2.0867,2
1.3077,-1.6286,2
-6.4649,-3.3011,2
-1.9189,-3.0633,2
-4.8637,-4.4429,2
-0.35661,-5.0177,2
-3.3569,-5.8253,2
-3.4326,-0.57716,2
-3.2813,-6.8418,2
-4.0471,-1.7368,2
-2.823,-2.0155,2
0.43263,-0.50047,2
-0.30216,-4.011,2
-1.7653,-1.4271,2
-2.5804,-2.1003,2
-8.9573,-1.5876,2
-3.4028,-3.6059,2
-1.213,2.2339,2
-1.0795,0.52883,2
-1.3255,-1.4556,2
-4.3907,-2.416,2
-2.2148,-4.117,2
-3.6215,-0.99226,2
0.68825,-0.26654,2
1.1143,0.48909,2
-0.01808,-1.6429,2
-2.3025,-0.072025,2
-0.56771,-3.0463,2
-3.9756,-5.8172,2
1.134,-3.6058,2
-0.27233,1.5862,2
-2.8628,-0.75721,2
-0.58711,-4.4527,2
-2.1587,-2.5722,2
